"","(Intercept)","instructor_id"
"1610",0.235043188255517,"1610"
"1612",-0.0804070982500894,"1612"
"1613",-0.151634879241102,"1613"
"1615",-0.0798968798788595,"1615"
"1616",0.467722591188239,"1616"
"1619",-0.064884907565015,"1619"
"1620",0.247141259384307,"1620"
"1622",-0.190792959059378,"1622"
"1626",-0.677767849846897,"1626"
"1627",-0.216448499470263,"1627"
"1629",-0.366561239457988,"1629"
"1631",0.282220480421492,"1631"
"1632",0.30485006222076,"1632"
"1633",0.411741050842393,"1633"
"1636",0.432798769861495,"1636"
"1642",0.196149129201966,"1642"
"1643",-0.566821482675364,"1643"
"1644",0.613735035383821,"1644"
"1645",-0.0647693276104363,"1645"
"1649",0.0415701468552287,"1649"
"1652",0.10067000724926,"1652"
"1653",0.354507363972196,"1653"
"1655",0.512908998026889,"1655"
"1659",0.812728640739472,"1659"
"1662",0.580433036717528,"1662"
"1665",-0.102451300432262,"1665"
"1666",0.603871010973304,"1666"
"1667",0.238061056146938,"1667"
"1668",-0.213678807272485,"1668"
"1671",0.810457808206925,"1671"
"1672",0.0121548591646569,"1672"
"1673",-0.197057183880284,"1673"
"1674",-0.108604518040343,"1674"
"1676",0.280483659954182,"1676"
"1683",0.567857313178304,"1683"
"1685",-0.150899815874963,"1685"
"1686",0.600122464593866,"1686"
"1687",-0.209123112961709,"1687"
"1688",0.485561366086611,"1688"
"1691",-0.0994886935448728,"1691"
"1692",-0.512449662308711,"1692"
"1694",-0.511680960353309,"1694"
"1695",-0.56028253992013,"1695"
"1696",0.441671017695223,"1696"
"1698",0.697196353137718,"1698"
"1699",0.0183337002881667,"1699"
"1701",0.711291520567484,"1701"
"1703",0.607346215511939,"1703"
"1704",0.415701731247307,"1704"
"1705",-0.307135566852453,"1705"
"1706",0.201746228812489,"1706"
"1709",0.313758489763322,"1709"
"1711",0.85124269177726,"1711"
"1713",-1.1350812540305,"1713"
"1716",0.10325246815515,"1716"
"1717",0.571978799483367,"1717"
"1718",0.768168148467635,"1718"
"1722",0.934645390785471,"1722"
"1724",-1.01606233009639,"1724"
"1725",-0.277371006904821,"1725"
"1726",-0.019492349587712,"1726"
"1729",0.00505288387420257,"1729"
"1730",0.147793481195545,"1730"
"1731",0.423133595828108,"1731"
"1734",-0.995487627783601,"1734"
"1736",-0.0625502039692306,"1736"
"1738",0.434724121610337,"1738"
"1739",0.332855256125271,"1739"
"1744",0.117559744220232,"1744"
"1745",0.409076836697925,"1745"
"1747",0.0480020029809092,"1747"
"1748",-0.473235995290734,"1748"
"1749",-0.866125906631995,"1749"
"1750",0.331733777774092,"1750"
"1754",0.567152675505717,"1754"
"1755",0.276879403632843,"1755"
"1756",-1.10426968429037,"1756"
"1757",0.581419004139668,"1757"
"1758",-0.343370070093535,"1758"
"1760",-0.282224836697455,"1760"
"1763",-1.13880010005396,"1763"
"1764",0.0357092450684987,"1764"
"1770",-0.858418859812135,"1770"
"1771",0.1574540343306,"1771"
"1774",0.182328744417627,"1774"
"1775",0.110518264999295,"1775"
"1776",0.25418096065544,"1776"
"1780",-0.979543046549244,"1780"
"1781",-0.899692737160034,"1781"
"1782",0.228167681450641,"1782"
"1784",0.0393231193712038,"1784"
"1788",-0.00484387848924155,"1788"
"1790",0.237916367250933,"1790"
"1791",0.0689068521316114,"1791"
"1795",0.162479202295093,"1795"
"1797",-0.00553566168061399,"1797"
"1802",-0.441470026268894,"1802"
"1803",0.218966042309919,"1803"
"1804",0.414682614181811,"1804"
"1805",0.67447729017073,"1805"
"1806",0.255021587481567,"1806"
"1807",0.168598198580669,"1807"
"1808",-0.23514934863871,"1808"
"1809",-0.842619748711961,"1809"
"1812",-0.108986651512954,"1812"
"1813",-0.239428609130988,"1813"
"1816",-0.251336041775308,"1816"
"1817",-0.592687189168611,"1817"
"1818",-0.317362376926338,"1818"
"1819",0.897532044786767,"1819"
"1822",-0.0672587575394744,"1822"
"1827",0.549055973679809,"1827"
"1829",-0.019575479597269,"1829"
"1834",-0.368566934015341,"1834"
"1837",-0.36377309272251,"1837"
"1840",0.0710396629663723,"1840"
"1841",0.323650163320342,"1841"
"1842",-0.369165598509809,"1842"
"1843",0.484022456136519,"1843"
"1844",0.146716132762874,"1844"
"1845",-0.121851171445929,"1845"
"1850",0.0474911981087908,"1850"
"1851",-0.629765844977588,"1851"
"1852",0.0748943016788437,"1852"
"1854",-0.124709124241769,"1854"
"1861",0.240243503404492,"1861"
"1863",-0.830125393772513,"1863"
"1864",-0.557479587966178,"1864"
"1866",1.11400279465944,"1866"
"1867",-0.0104018438896228,"1867"
"1873",0.447439788238268,"1873"
"1874",0.181639015704977,"1874"
"1875",0.290174309558673,"1875"
"1877",-0.231192060420225,"1877"
"1879",0.770216589067887,"1879"
"1880",-0.319269656289978,"1880"
"1881",-0.518116663671304,"1881"
"1884",-0.0335408591256819,"1884"
"1887",0.117946630050096,"1887"
"1889",-0.319382598429292,"1889"
"1892",0.0517640167384479,"1892"
"1893",0.587822639057411,"1893"
"1895",0.609151334511798,"1895"
"1897",-0.169399877482729,"1897"
"1898",-0.311171081066797,"1898"
"1899",-0.498305656824295,"1899"
"1900",0.247879201045711,"1900"
"1902",0.0291381937270017,"1902"
"1904",0.548310695252291,"1904"
"1907",-0.341499295745257,"1907"
"1908",-0.130641328946551,"1908"
"1910",0.564524095957448,"1910"
"1914",0.36513823586899,"1914"
"1917",0.348554375063304,"1917"
"1919",0.888476653621189,"1919"
"1920",0.283790372314243,"1920"
"1923",-0.0816984076732592,"1923"
"1925",0.0123828873185605,"1925"
"1931",-0.510843560264248,"1931"
"1933",0.0823790239377291,"1933"
"1936",0.122088559768289,"1936"
"1937",-0.228598100559847,"1937"
"1938",0.250779689497475,"1938"
"1939",0.130799730658666,"1939"
"1940",-0.965627571986255,"1940"
"1941",0.0614568564217469,"1941"
"1942",0.70847547152992,"1942"
"1945",-0.328259506644071,"1945"
"1946",-0.0629770760175737,"1946"
"1947",-0.69200284297471,"1947"
"1948",0.588941088767022,"1948"
"1949",-0.320726590736567,"1949"
"1952",0.913921855970878,"1952"
"1954",-0.104780575073045,"1954"
"1956",-0.0175470631548368,"1956"
"1959",-0.319263315341885,"1959"
"1963",0.497508915553992,"1963"
"1964",-0.0227558052138877,"1964"
"1965",-0.07689133140577,"1965"
"1966",0.336012776317883,"1966"
"1968",0.54498597958495,"1968"
"1975",0.223356478295957,"1975"
"1977",-0.810733908583119,"1977"
"1978",0.171123301777425,"1978"
"1979",0.390229489972508,"1979"
"1982",0.666191472384262,"1982"
"1983",-0.077817529082605,"1983"
"1984",-0.947358961413505,"1984"
"1988",-0.232894610243153,"1988"
"1992",-0.308065472248861,"1992"
"1993",-0.240095570621427,"1993"
"1995",-0.62937341628866,"1995"
"1998",0.124623894071642,"1998"
"2000",0.358116960685741,"2000"
"2002",0.205095379914831,"2002"
"2004",-0.0351494045160856,"2004"
"2006",-0.297560873110463,"2006"
"2007",0.219751473567501,"2007"
"2008",-0.476298980313638,"2008"
"2009",-0.547991361548579,"2009"
"2013",-1.32215492310318,"2013"
"2015",0.634812903737685,"2015"
"2016",0.374212780867645,"2016"
"2019",0.484890438063715,"2019"
"2021",-0.92690425127276,"2021"
"2023",-0.350889511253442,"2023"
"2025",0.281711110228783,"2025"
"2026",0.258726914041432,"2026"
"2029",-0.750850437821819,"2029"
"2032",-0.0248265751958992,"2032"
"2034",-0.0273330498312604,"2034"
"2036",-0.171258215312369,"2036"
"2037",0.0990089176109205,"2037"
"2043",0.269486462070432,"2043"
"2045",-0.152828822919069,"2045"
"2048",0.382761404950891,"2048"
"2050",-0.170095070612286,"2050"
"2052",-0.120842622878526,"2052"
"2053",-0.121369479905294,"2053"
"2055",-0.0225911629670849,"2055"
"2057",0.213485257249226,"2057"
"2058",-0.0763108019414415,"2058"
"2059",-0.159848386758177,"2059"
"2061",-0.183728607577452,"2061"
"2063",0.485726059336367,"2063"
"2064",-0.518208700388434,"2064"
"2067",0.0787748048620634,"2067"
"2068",-0.467330656137384,"2068"
"2070",-0.164334564908011,"2070"
"2074",0.621117640202381,"2074"
"2075",0.0668629398486524,"2075"
"2076",0.802408808431105,"2076"
"2077",-0.836808735895461,"2077"
"2079",-0.49223109356151,"2079"
"2083",0.0839477471195633,"2083"
"2084",0.722120475923204,"2084"
"2085",-0.329972699275256,"2085"
"2086",0.315809281244798,"2086"
"2087",0.226594820114157,"2087"
"2090",0.453562992053462,"2090"
"2092",0.239766465067222,"2092"
"2096",0.244775631277077,"2096"
"2097",-0.302196116155607,"2097"
"2098",-0.385957965395437,"2098"
"2099",0.228108361539093,"2099"
"2100",0.486835897758582,"2100"
"2102",-0.476509237455075,"2102"
"2103",0.588662170396931,"2103"
"2105",-0.068177246885953,"2105"
"2108",-0.168084664617671,"2108"
"2110",0.424978769527308,"2110"
"2112",-0.831704655361901,"2112"
"2113",-0.11673481952983,"2113"
"2114",0.431441677630532,"2114"
"2115",-0.37983205646448,"2115"
"2116",0.372458742087506,"2116"
"2117",-0.325074982072783,"2117"
"2118",0.104544507593033,"2118"
"2121",0.130267448819733,"2121"
"2123",0.0186372417615561,"2123"
"2125",0.720063087454491,"2125"
"2128",0.0879761652101499,"2128"
"2129",0.22361046367829,"2129"
"2132",0.194769819320666,"2132"
"2138",-0.720462727044258,"2138"
"2139",-0.131332081144098,"2139"
"2141",-0.050029558555624,"2141"
"2143",0.415302032997441,"2143"
"2145",-0.54594843395993,"2145"
"2146",0.191271314797045,"2146"
"2147",-0.67611687053739,"2147"
"2149",-0.299244500585827,"2149"
"2152",-0.121350119293163,"2152"
"2153",-0.388597191234156,"2153"
"2156",-0.55629741721484,"2156"
"2157",0.52651985875709,"2157"
"2160",-0.293736074721222,"2160"
